Date,Year,Population,Temperature,CPI,GDP,Peak
2012-06,0.0,0.2872062663185382,0.6752856287729578,0.2515790326867533,0.04443885202053188,0.05917975370014705
2012-07,0.0,0.27618218624891,0.6211665669017847,0.2515790326867533,0.005237573191160028,0.05977855609535654
2012-08,0.0,0.26515810966057174,0.5670475050306116,0.2515790326867533,0.005237573191160028,0.08498474748616003
2012-09,0.0,0.2541340295909471,0.5129284431594385,0.20629972831900645,0.005237573191160028,0.06844424358829526
2012-10,0.0,0.24310994952131892,0.4588093812882654,0.20629972831900645,0.29151872891310715,0.08223138628403603
2012-11,0.0,0.23208587293298422,0.4046903194170923,0.20629972831900645,0.29151872891310715,0.14172522878770755
2012-12,0.0,0.22106179286335603,0.3505712575459192,0.20629972831900645,0.29151872891310715,0.07573720483561175
2013-01,0.09999999999999432,0.44125326370756923,-0.1473241116688797,0.3752768422809645,0.37212004957633305,-0.0014371257485028543
2013-02,0.09999999999999432,0.43167972149694833,-0.1256764869204119,0.3752768422809645,0.37212004957633305,0.13398486046774405
2013-03,0.09999999999999432,0.422106179286331,-0.10402886217194407,0.3752768422809645,0.37212004957633305,0.3411445034459386
2013-04,0.09999999999999432,0.4125326370757172,-0.0823812374234727,0.3752768422809645,0.12653204067732693,0.3300316348435208
2013-05,0.09999999999999432,0.4029590948650963,-0.060733612675001325,0.34148141978387336,0.12653204067732693,0.36093548751553506
2013-06,0.09999999999999432,0.39338555265447894,-0.039085987926533505,0.34148141978387336,0.12653204067732693,0.18467291831431476
2013-07,0.09999999999999432,0.38381201044385804,-0.017438363178065686,0.34148141978387336,0.07925236500568555,0.131613377019546
2013-08,0.09999999999999432,0.37423846823324425,0.004209261570405687,0.34148141978387336,0.07925236500568555,0.06080442887809312
2013-09,0.09999999999999432,0.3646649260226269,0.025856886318873507,0.30768599679461417,0.07925236500568555,0.10848378714269558
2013-10,0.09999999999999432,0.355091383812006,0.04750451106734488,0.30768599679461417,0.2981777596318822,0.0381877753926112
2013-11,0.09999999999999432,0.34551784160138865,0.0691521358158127,0.30768599679461417,0.2981777596318822,0.09577222912665251
2013-12,0.09999999999999432,0.33594429939077486,0.09079976056428052,0.30768599679461417,0.2981777596318822,-0.056296463676420494
2014-01,0.19999999999998863,0.5561357702349845,0.22910403219590592,0.4577967341007332,0.35973335982813337,-0.09564681956841037
2014-02,0.19999999999998863,0.5465622280243636,0.22309079828852774,0.4577967341007332,0.35973335982813337,0.028820472263021202
2014-03,0.19999999999998863,0.5369886858137498,0.21707757159702012,0.4577967341007332,0.35973335982813337,0.305325951869845
2014-04,0.19999999999998863,0.5274151436031325,0.21106434490551607,0.4577967341007332,0.1524389607886043,0.39979663314879677
2014-05,0.19999999999998863,0.5178416013925116,0.20505111099813433,0.42777458663950974,0.1524389607886043,0.3468308665687494
2014-06,0.19999999999998863,0.5082680591818942,0.19903788430663027,0.42777458663950974,0.1524389607886043,0.321973788272512
2014-07,0.19999999999998863,0.4986945169712733,0.19302465761512622,0.42777458663950974,0.11220592245383143,0.1823172522878771
2014-08,0.19999999999998863,0.4891209747606595,0.18701142370774448,0.42777458663950974,0.11220592245383143,0.13786464806236598
2014-09,0.19999999999998863,0.4795474325500422,0.18099819701623687,0.3977524391782854,0.11220592245383143,0.15611117387865825
2014-10,0.19999999999998863,0.4699738903394213,0.1749849703247328,0.3977524391782854,0.377189613163742,0.08785786916732574
2014-11,0.19999999999998863,0.4604003481288039,0.16897173641735463,0.3977524391782854,0.377189613163742,0.17605920235001715
